reviewed,entry type,key,author,editor,translator,title,year,pages,abstract,doi,volume,issn,journal,number,keywords,publisher,isbn,url,booktitle,shorttitle,eprint,arxivid,archiveprefix,pmid,annote,edition,address,type,month,series,institution,howpublished,organization,school,qualityassured,urldate,date,tags,file
,misc,18,,,,"TensorFlow","2018", , , , , , , , ,"<", ,"https://www.tensorflow.org/%3E https://www.tensorflow.org/%7B////////%5C%5C%25%7D3E https://www.tensorflow.org/", , , , , , , , ,"TensorFlow Dispon�vel em", , , , ,"online", , , , , ,"#no author",""
,misc,18,,,,"Theano","2018", , , ,"1", , , , , , ,"http://deeplearning.net/software/theano/%3E http://deeplearning.net/software/theano/%7B////////%5C%5C%25%7D3E","Multilayer Perceptron - DeepLearning 0.", , , , , , , , , , , , , , , , , , ,"#no author",""
,techreport,Rosenblatt1957, F Rosenblatt,,,"The Perceptron - A Perceiving and Recognizing Automaton","1957","460--461","First publication about the perceptron","85-460-1", , , , ,"seminal","Cornell Aeronautical Laboratory", , ,"Report 85, Cornell Aeronautical Laboratory", , , , , , , , , , , , , , , , , , ,"seminal","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Seminal/1957 The Perceptron_ a Perceiving and Recognizing Automaton_1957RosenblattPerceptron.pdf"
,article,,,,,"t\~ao simples e compacta quanto poss\'ivel , adotando-se , para tanto , a nota\cc\~ao matricial . Embora matematicamente equivalente \`as deriva\cc\~oes apresentadas em ( XXX ), optou-se por uma abordagem direta com a inten\cc\~ao de tornar mais intuitivo o entendime", , , , , , , ,"Xxx", , , , , , , , , , , , , , , , , , , , , , , ,"#no author",""
,article,2011Zoran3d, Amit Zoran,,,"The 3D Printed Flute: Digital Fabrication and Design of Musical Instruments","2011","379--387","This paper considers the controversy of modern acoustic instruments, which may have come to an evolutionary impasse, due to its high standardization that makes it difficult to explore design modifications. A new approach for the design and fabrication of an acoustic instrument is presented, using digital fabrication technologies, and specifically 3D printing, which has the potential to influence new designs, and to lead to new acoustics and ergonomic innovations. This paper describes the key concepts of this approach, presenting the development process of such a 3D printed instrument-a prototype ofa 3D printed concert flute, some other 3D printed elements, and a conceptual example of an innovative trumpet-discussing the potential of the new technology in fabricating and designing of musical instruments. \textcopyright2011 Copyright Taylor and Francis Group, LLC.","10.1080/09298215.2011.621541","40","09298215","Journal of New Music Research","4", , , , , ,"The 3D Printed Flute", , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/DMI/2011 The 3D Printed Flute Digital Fabrication and Design of Musical Instruments - Zoran.pdf"
,mvbook,2016HallidayFundamentos, David e Walker Jearl Halliday,,,"Fundamentos de f\'isica 2: Gravita\cc\~ao, Ondas e Termodin\^amica","1996", ,"A nova edi\cc\~ao do maior cl\'assico de F\'isica traz o melhor para voc\^e! Raspe o c\'odigo promocional que aparece na ""orelha"" do livro, entre no site www.grupogen.com.br/halliday-vol2 e ganhe o e-book de Fundamentos de F\'isica - Vol. 2 - Gravita\cc\~ao, Ondas e Termodin\^amica + v\'ideos exclusivos de F\'isica Experimental. Sucesso h\'a mais de quatro d\'ecadas em todo o mundo, Fundamentos de F\'isica continua cumprindo o desafio de apresentar a F\'isica de maneira clara, unindo a teoria e os exerc\'icios \`as aplica\cc\~oes pr\'aticas do mundo real. Novidades da 10\textordfeminineedi\cc\~ao: • M\'odulos e Objetivos de Aprendizado - Os cap\'itulos v\^em agora divididos em m\'odulos conceituais, dedicados a temas b\'asicos, com uma lista de objetivos do aprendizado para que o estudante identifique, de antem\~ao, todos os conceitos e as defini\cc\~oes que ver\'a naquele m\'odulo. • Cap\'itulos Reformulados - Para facilitar o aprendizado, alguns cap\'itulos foram reformulados, como o que aborda a lei de Gauss e o potencial el\'etrico. Houve tamb\'em a preocupa\cc\~ao de estabelecer uma liga\cc\~ao mais clara e direta com os conceitos-chave apresentados. • Novos Exemplos, Perguntas e Problemas - 250 novos problemas, 50 perguntas in\'editas e 16 novos exemplos foram acrescentados a esta edi\cc\~ao. Permanecem como destaques desta 10a edi\cc\~ao os materiais suplementares, todos traduzidos e dispon\'iveis no site www.grupogen.com.br/halliday-vol2 (LTC Editora – GEN | Grupo Editorial Nacional), mediante cadastro.", ,"2", , , , ,"LTC", , , , , , , , , ,"Edi\cc\~ao:", , , , , , , , , , , ,"",""
,article,2015RognoliDiy,Valentina Rognoli and Massimo Bianchini and Stefano Maffei and  Elvin Karana,,,"DIY materials","2015","692--702","The democratization of personal fabrication technologies in parallel to the rising desire of individuals for personalizing their products offers great opportunities to experiment with advanced, distributed and shared production processes as well as design new materials. In this article, we introduce the notion of Do-It-Yourself (DIY) Materials, which are created through individual or collective self-production practices, often by techniques and processes of the designer's own invention. They can be totally new materials, modified, or further developed versions of existing materials. In order to provide an operational vocabulary to discuss DIY materials, we have collected 27 DIY material cases developed in the last five years. We group the collected cases under two main categories: (1) DIY new materials: which focus on creative material ingredients (e.g. a material made of dried, blended waste citrus peel combined with natural binders); and (2) DIY new identities for conventional materials: which focus on new production techniques, giving new expressions to existing materials (i.e. they do not necessarily contain new ingredients, such as 3D printed metal). Grounded on the commonalities of collected cases, we discuss the design opportunities, including new aesthetic impressions offered through DIY material design practices.","10.1016/j.matdes.2015.07.020","86","18734197","Materials and Design", ,"DIY materials,Imperfection,Personalisation,Self-production", , ,"https://linkinghub.elsevier.com/retrieve/pii/S0264127515300964", , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Sustentabilidade/Materials/2015 DIY materials - Rognoli et al..pdf"
,article,Abnisa2014,Faisal Abnisa and Wan Mohd Ashri Wan Daud and M Athanassiou and A Zabaniotou and a V Bridgwater and Duncan Brown and Andrew Rowe and Peter Wild and Dezhen Chen and Lijie Yin and Huan Wang and Pinjing He and Qun Chen and Ruiming Yang and Bo Zhao and Yan Li and Shujuan Shaobin Wang and Hongwei Wu and Yuqun Zhuo and Changhe Chen and Andrew Cross and Saran P Sohi and Hong-Sheng Ding and Hong Jiang and  Francescato and Natalia Gomez and Jose Guillermo Rosas and Jorge Cara and Olegario Martinez and Jose Antonio Alburquerque and Marta Elena Sanchez and E R Kaiser and Rajesh S Kempegowda and Oyvind Skreiberg and Khanh-quang Quang Tran and Tom Kuppens and Miet Van Dael and Kenny Vanreppelen and Theo Thewys and Jan Yperman and Robert Carleer and Sonja Schreurs and Steven Van Passel and Johannes Lehmann and Naprave Podjetja Paloma D D S and Budi Soediono and Outcome Defective Non-defective Total and Ayla Uslu and Andre P C Faaij and P C A Bergman and Hua Yang and Shinji Kudo and Hsiu Po Kuo and Koyo Norinaga and Aska Mori and Ondřej Mavsek and Jun Ichiro Hayashi and M Singh and G Setalo and X Guan and M Warren and  Toran-Aller and C D and Peter Brownsort and Dane Dickinson and J G Rogers and J G Brammer and Saran P Sohi and Kyle Crombie and Ondřej Mavsek and Naprave Podjetja Paloma D D S and Ondřej Mavsek and Miki Konno and Sou Hosokai and Nozomu Sonoyama and Koyo Norinaga and Jun Ichiro Hayashi and M Athanassiou and A Zabaniotou and Biomass Input and Uncondensed H O T Gases and Slow Pyrolysis and Katharina Prost and Nils Borchard and Jan Siemens and Timo Kautz and Jean-Marie Sequaris and Andreas Moller and Wulf Amelung and Frederik Ronsse and Sven van Hecke and Dane Dickinson and Wolter Prins and S Abiven and N Singh and B Maestrini and Natalia Rogovska and David A Laird and Richard Cruse and Pierce Fleming and Tim Parkin and David Meek and Kurt a Spokas and Jonathan Yoder and Suzette Galinato and David Granatstein and Manuel Garcia-Perez and Pietro Galgani and Ester van der Voet and Gijsbert Korevaar and G San Miguel and M P Dominguez and Hern Ez and  M and F Sanz-Perez and Publishable Results and M P Bernal and Jose Antonio Alburquerque and R Moral and R Bott and  Lew and Clare M Owski and New Co-investigator and  Lew and Clare M Owski and Peter a Brownsort UKBRCThe University of Edinburgh and Biochar Farms and Fern Preto and  O and Michaela Klinglm and Kyle Crombie and Ondřej Mavsek and Simon Shackley and Jim Hammond and John Gaunt and Rodrigo Ibarrola and Daren E Daugaard and Robert C Brown and E Krull and Bp Singh and Ms a Downie and Deliverable W P D and Ian C Kemp and B Christran Fyhr and Stephane Laurent and Michel a Roques and Carda E Groenewold and Evangelos Tsotsas and Alberto a Sereno and Cathenne B Bonazzi and Jean-Jacques Bimbenet and Mathhues Kind and  EBC and European Biochar Certificate and Shane M Troy and Tereza Nolan and James J Leahy and Peadar G Lawlor and Mark G Healy and Witold Kwapinski and The International Organisation and E N Iso and E N Iso and E N Iso and E N Iso and Nathan Kauffman and Jerome Dumortier and Dermot J Hayes and Robert C Brown and David A Laird and Hua Yang and Shinji Kudo and Hsiu Po Kuo and Koyo Norinaga and Aska Mori and Ondřej Mavsek and Jun Ichiro Hayashi and J G Rogers and J G Brammer and C Coskun and Z Oktay and N Ilten and Relative Energy and Fwhm Gamma Deltae and Johannes Lehmann and Veronika Hansen and Dorette Muller-Stover and Jesper Ahrenfeldt and Jens Kai Holm and Ulrik Birk Henriksen and Henrik Hauggaard-Nielsen and Sidney J Rauch and Natalia Gomez and Jose Guillermo Rosas and Jorge Cara and Olegario Martinez and Jose Antonio Alburquerque and Marta Elena Sanchez and Qun Chen and Ruiming Yang and Bo Zhao and Yan Li and Shujuan Shaobin Wang and Hongwei Wu and Yuqun Zhuo and Changhe Chen and K Raveendran and Product Definition and  St and Specification Ards and Thayer Tomlinson and International Biochar Initiative and Bio Carbon Minerals and Inorganic C Required and Minimum Class and Required Declaration and Required Declaration and St Method and ard Test and Rapid Determination and Carbonate Content and St Method and ard Test and Chemical Analysis and Wood Charcoal and D I N E N Iso and Power Engineering Faculty and Power Engineering Faculty and Power Engineering Faculty and Power Engineering Faculty and Fang He and Weiming Yi and Xueyuan Bai and Table O F Contents and Energy Conversion and O Table and Tom Kuppens and Miet Van Dael and Kenny Vanreppelen and Robert Carleer and Leslie Miller-robbie and Bridget A Ulrich and Dotti F Ramey and Kathryn S Spencer and Skuyler P Herzog and Tzahi Y Cath and Jennifer R Stokes and Christopher P Higgins and Thiago De Paula Protasio and Paulo Fern Trugilho and  O and Alfredo Napoli and Quanyuan Wei and Yongshui Qu and Tianwei Tan and R S Dhillon and George Von Wuehlisch and G A Huff and I A Vasalos and Abhishek Sharma and Vishnu Pareek and Shujuan Shaobin Wang and Zhezi Zhang and Yogesh Shinde and Vishnu Pareek and Dongke Zhang and T B Reed C D Cowdery and Crew Building and Mattias Gustafsson and Joseph M Reckamp and Rene A Garrido and Justinus A Satrio and Kyle Crombie and Dezhen Chen and Lijie Yin and Huan Wang and Pinjing He and Qun Chen and Ruiming Yang and Bo Zhao and Yan Li and Shujuan Shaobin Wang and Hongwei Wu and Yuqun Zhuo and Changhe Chen and a V Bridgwater and Kyle Crombie and Ondřej Mavsek and Guillermo Rosas and Jorge Cara and Olegario Martinez and Saran P Sohi and Peter Brownsort and Sarah Carter and Jason Cook and Colin Cunningham and John Gaunt and Rodrigo Ibarrola and Ondřej Mavsek and Kirsten Sims and Patricia Thornley and Deliverable W P D and Andrew Welfle and Paul Gilbert and Patricia Thornley and Tsz Him and Daniel Pleissner and Kin Yan and Joachim Venus and Aude Pommeret and Carol Sze and Ki Lin and Nelson Sommerfeldt and Hatef Madani and Tom Kuppens and Miet Van Dael and Kenny Vanreppelen and Theo Thewys and Jan Yperman and Robert Carleer and Sonja Schreurs and Steven Van Passel and Rajesh S Kempegowda and Oyvind Skreiberg and Khanh-quang Quang Tran and M J C Van Der Stelt and H Gerhauser and J H A Kiel and K J Ptasinski and Ayla Uslu and Long Beach and Won Chan Park and Forest Service and William T Simpson and  Interreg Ivb,,,"How to get published","2014","1--10","What distinguishes a good manuscript from a bad one?","10.1016/j.biortech.2014.03.134","5","09619534","Biomass and Bioenergy","1", , ,"17571693", , , ,"1011.1669v3","1011.1669v3","arXiv","15003161", , , , , , , , , , , , , ,"#corrupted author","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Writing/Science Writing/01_GRA_93584_FM_i_xxviii.indd - .pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Differential Equations/2008 Differential Equations for Dummies - Steven Holzner.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Game Theory/2009 game theory evolving - gintis.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Humanities/2008 Black Townsmen - Mariana L.R. Dantas.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/2008 The Princeton companion to mathematics - Gowers et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Artificial Intelligence/2018 Reinforcement learning - an introduction - Sutton et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Metaphysics/Meditation/2015 9 Secrets of Successful Meditation - Samprasad Vinod.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Acoustics/2010 The Science of String Instruments - Thomas D. Rossing.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Big Ideas Simply Explained/The Business Book_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Differential Equations/2012 Fundamentals of differential equations - Nagle et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Direito/2011Direito Administrativo - Miriam Vasconcelos Fiaux Horvath.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Physics/Fluid Mechanics/2007 Advanced Fluid Mechanics - William Graebel.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Programming/C++/2015 Beginning C++ through game programming - Dawson.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Reinforcement Learning/1996SandholmMultiagent Multiagent Reinforcement Learning in the Iterated Prisoner's Dilemma.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Writing/Science Writing/2016 The Scientist's Guide to Writing - Stephen B. Heard.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Languages/English/2005 Oxford guide to English grammar - John Eastwood.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/No bullshit guide to linear algebra - Savov.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Music/2012 Music and twentieth-century tonality - harmonic progression based on modality - Susanni et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mythology/2007 From Asgard to Valhalla - the remarkable history of the Norse myths - O'Donoghue.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Linear Algebra/2009 Elementary Linear Algebra - Ron Larson & David C. Falvo.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Statistics/2012 Understanding probability - Tijms.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Computer Graphics/1999 Curves and Surfaces in Geometric Modeling_ Theory & Algorithms - Gallier, Jean.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Harmonic Analysis/2014 Modern Fourier Analysis - Grafakos, Loukas.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Sustentabilidade/2017EuropePlastics Plastics – the Facts 2017.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Linear Algebra/2006 Data Analysis Using the Method of Least Squares Extracting the Most Information from Experiments - John Wolberg.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Differential Equations/2014 Differential Equations and Linear Algebra - Gilbert Strang (2).pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Operations Management/2016 Operations Management - Nigel Slack_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Languages/French/2008 Easy French Step-By-Step - Myrna Bell Rochester.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Music/2006 Encyclopedia of the blues - Komara.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Statistics/2004 Statistics and Probability for Engineering Applications With Microsoft Excel - W.J. DeCoursey.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/2014 Helping doctoral students write pedagogies for supervision - Kamler and Thomson.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Programming/2017 INTRODUCTION TO PROGRAMMING AND PROBLEM-SOLVING USING SCALA - Lewis et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Philosophy/BR.THOWP.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/2009 Nonlinear Least Squares for Inverse Problems_ Theoretical undations and Step-By-Step Guide for Applications - Guy Chavent.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Acoustics/1999 Soft Computing in Acoustics - Kostek.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mythology/2019 Bulfinch's Mythology - Thomas Bulfinch.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/2009 Digital Image Processing, Third Edition - Gonzalez et al..pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Programming/Java/2014 Java - the complete reference - Schildt.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Sustentabilidade/2010 plastics from bacteria - chen.PDF,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Game Theory/2008 essentials of game theory - leyton-brown et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/1999 Mechanical Engineering Handbook - Kreith.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Acoustics/1998 The Physics of Musical Instruments - Fletcher et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mythology/2009 Chinese Mythology A to Z - Jeremy Roberts.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/presenting/Garr Reynolds - Presentation Zen Design_ Simple Design Principles and Techniques to Enhance Your Presentations-New Riders (2013).pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Humanities/2012 A carne e o sangue_ A Imperatriz D. Leopoldina, D. Pedro I e Domitila, a Marquesa de Santos - Mary del Priore.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/One picture is worth a thousand words. - Hanauer.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Linear Programming/2007 Understanding and Using Linear Programming - Jiri Matousek et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/programming/Data Mining Practical Machine Learning Tools and Techniques - WEKA.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Summation/1990 Theory and Application of Infinite Series -  Konrad Knopp.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Optimization/2017 Convex Optimization for Signal Processing and Communications_ from Fundamentals to Applications - Chi, Chong-Yung and Li, Wei-Chiang and Lin, Chia-Hsiang.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/programming/Kunal Chowdhury - Mastering Visual Studio 2017 (2017, Packt Publishing)_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Harmonic Analysis/2007 A First Course in Fourier Analysis - Kammler, David W.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Fiction/Franz Kafka - Carta ao Pai.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New BOOKS/2005 Computational mechanics of the classical guitar - Bader.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Music/2020 Revisiting Music Theory_ A Guide to the Practice - Alfred Blatter.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Calculus/2003 Calculus With Complex Numbers - John B. Reade.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Writing/Science Writing/2011 Writing Science - Schimel, Joshua_.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Management/2012 Business Model YOU_ A One-Page Method for Reinventing Your Career - Tim Clark.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Music/2017 Tonal Harmony - Stefan Kostka et al_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Management/1998 Strategy Safari_ A Guided Tour Through the Wilds of Stratenagement - Henry Mintzberg & Bruce W. Ahlstrand & Joseph Lampel.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Writing/Science Writing/2014 How to Write a Better Thesis - Evans, David & Gruba, Paul & Zobel, Justin.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Economics/2012 Principles of Economics - Mankiw_o.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/History/2008 Black townsmen - urban slavery and freedom in the eighteenth-century Americas - Dantas.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Computer Graphics/2001 Curves and surfaces for CAGD - a practical guide - Farin.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/Differential Equations/2015 A First Course in Differential Equations - Logan.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Artificial Intelligence/2015 Principles of neural design - Sterling et al.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Harmonic Analysis/2011 Discrete Fourier Analysis - Wong, Man Wah.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Thesis/introducao/2010 Replay - Donovan and OverDrive.pdf,C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Non-Fiction/Mathematics/2011 3D Math Primer for Graphics and Game Development - Fletcher Dunn & Ian Parberry.pdf"
,article,CorporationL,Westinghouse Electric Corporation and East Pittsburgh and  Ann Arbor,,,"notitle", ,"978--986", , , , , ,"4", , , , , , , , , , , , , , , , , , , , , , , ,"",""
,article,Ishizaka2017,Alessio Ishizaka and  Sajid Siraj,,,"PT","2017", , ,"10.1016/j.ejor.2017.05.041", ,"0377-2217","European Journal of Operational Research", ,"AHP,Decision analysis,Experimental evaluation,MACBETH,SMART","Elsevier B.V.", ,"http://dx.doi.org/10.1016/j.ejor.2017.05.041", , , , , , , , , , , , , , , , , , , ,"",""
,book,2010MixermanZen, Michelle Francl,,,"Zen and the art of molecules","2012","142--144","(Technical Reference). In his first book, The Daily Adventures of Mixerman , the author detailed the frustrating and often hilarious goings on during the process of recording a major-label band. Musicians, engineers, and producers laughed and cried at the crazy goings-on they'd never imagined or recognized all too well. Now Mixerman turns his razor-sharp gaze to the art of mixing and gives followers and the uninitiated reason to hope if not for logic and civility in the recording studio then at least for a good sounding record. With a firm commitment to art over technology and to maintaining a grasp of each, Mixerman outlines his own approach to recording success, based on his years mixing records in all genres of music for all kinds of artists, often under trying circumstances. As he states in his introduction to the new volume, ""Even if you're not a professional mixer, even if you're a musician trying to mix your own work or a studio owner in a smaller market, you have your own set of pressures to deal with while you're mixing. Regardless of what those pressures are, it's important to identify and recognize them, if for no other reason than so you can learn to completely ignore them."" But how? ""That's where the Zen comes in.""","10.1038/nchem.1279","4","17554349", ,"3", ,"Hal Leonard", , ,"Nature Chemistry", , , , ,"22354415", , , , , , , , , , , , , ,"",""
,book,2016CostandiNeuroplasticity, Cost and  Moheb I,,,"Neuroplasticity", , ,"The real story of how our brains and nervous systems change throughout our lifetimes―with or without ""brain training.""Fifty years ago, neuroscientists thought that a mature brain was fixed like a fly in amber, unable to change. Today, we know that our brains and nervous systems change throughout our lifetimes. This concept of neuroplasticity has captured the imagination of a public eager for self-improvement―and has inspired countless Internet entrepreneurs who peddle dubious ""brain training"" games and apps. In this book, Moheb Costandi offers a concise and engaging overview of neuroplasticity for the general reader, describing how our brains change continuously in response to our actions and experiences.Costandi discusses key experimental findings, and describes how our thinking about the brain has evolved over time. He explains how the brain changes during development, and the ""synaptic pruning"" that takes place before brain maturity. He shows that adult brains can grow new cells (citing, among many other studies, research showing that sexually mature male canaries learn a new song every year). He describes the kind of brain training that can bring about improvement in brain function. It's not gadgets and games that promise to ""rewire your brain"" but such sustained cognitive tasks as learning a musical instrument or a new language. (Costandi also notes that London cabbies increase their gray matter after rigorous training in their city's complicated streets.) He tells how brains compensate after stroke or injury; describes addiction and pain as maladaptive forms of neuroplasticity; and considers brain changes that accompany childhood, adolescence, parenthood, and aging. Each of our brains is custom-built. Neuroplasticity is at the heart of what makes us human.", , , , , , ,"The MIT Press","9780262529334", , , , , , , , , , , , , , , , , , , , ,"",""
,incollection,2005SiskosUta,Yannis Siskos and Evangelos Grigoroudis and  Nikolaos F Matsatsinis,,,"UTA methods","2016","315--362","UTA methods refer to the philosophy of assessing a set of value or utility functions, assuming the axiomatic basis of MAUT and adopting the preference disaggregation principle. UTA methodology uses linear programming techniques in order to optimally infer additive value/utility functions, so that these functions are as consistent as possible with the global decision-maker's preferences (inference principle). The main objective of this chapter is to analytically present the UTA method and its variants and to summarize the progress made in this field. The historical background and the philosophy of the aggregation-disaggregation approach are firstly given. The detailed presentation of the basic UTA algorithm is presented, including discussion on the stability and sensitivity analyses. Several variants of the UTA method, which incorporate different forms of optimality criteria, are also discussed. The implementation of the UTA methods is illustrated by a general overview of UTA-based DSSs, as well as real-world decision-making applications. Finally, several potential future research developments are discussed.","10.1007/978-1-4939-3094-4_9","233","08848289", , ,"Additive utility,Multicriteria analysis,Ordinal regression,Preference disaggregation,UTA methods","Springer-Verlag","9780387230672", ,"International Series in Operations Research and Management Science", , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/0 New PAPERS/allocate/2005 UTA Methods - Siskos et al..pdf"
,book,2001RoadsMicrosound, Curtis Roads,,,"Microsound", , , , , , , , , ,"MIT Press","9780262182157", , , , , , , ,"OCLC: 834185525", , , , , , , , , , , , ,"",""
,article,LabBerkeley,Kevin Eykholt Earlence Fern Ivan Evtimov and  Es and  Bo Li,,,"The Berkeley Artificial Intelligence Research Blog","2017", ,"The BAIR Blog", ,"2018", ,"Bair", , , , ,"http://bair.berkeley.edu/blog/", , , , , , , , , , , , , , , , , , , ,"",""
,article,For2018, Taco Bell,,,"Earching for","2007","1--3", , , , ,"Health (San Francisco)","January", , , , , , , , , , , , , , , , , , , , , , , ,"","C:/Users/tesse/Desktop/Files/Dropbox/BIBrep/Articles/Artificial Intelligence/Neural Networks/Activation Functions/2018 Searching for Activation Functions - .pdf"
